system_id,receptor_name,g_protein_family,pocket_id,n_voxels,mean_freq,is_orthosteric,is_peptide_proximal,peptide_control,peptide_site_recovered,best_peptide_site_freq,location,zone_public_label,receptor_generic_numbers,pocket_record_status,pocket_record_reason,schema_version
Gs_8F0J,Calcitonin receptor,Gs,6.0,52.0,0.898,False,False,True,True,0.937,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8F0J,Calcitonin receptor,Gs,3.0,50.0,0.887,False,False,True,True,0.937,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8F0J,Calcitonin receptor,Gs,1.0,45.0,0.881,False,False,True,True,0.937,interface,intracellular/transducer interface,1.63x63;1.64x64;12.48x48;12.49x49;12.50x50;8.53x53;8.56x56;8.57x57;8.60x60,available_detected_pocket,,1.1
Gs_8F76,Olfactory receptor 51E2,Gs,3.0,1024.0,0.922,False,,False,,,interface,intracellular/transducer interface,2.37x37;2.38x38;2.39x39;2.40x40;2.46x46;3.39x39;3.43x43;3.46x46;3.47x47;3.49x49;3.50x50;3.52x52;3.53x53;4.38x38;4.39x39;5.54x54;5.58x58;6.36x36;6.39x39;6.40x40;6.41x41;6.43x43;6.44x44;6.46x46;6.47x47;6.48x48;7.45x45;7.49x49;7.52x52;7.53x53;7.54x54;8.47x47;8.48x48;8.49x49;8.50x50,available_detected_pocket,,1.1
Gs_8F76,Olfactory receptor 51E2,Gs,0.0,770.0,0.946,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8F76,Olfactory receptor 51E2,Gs,5.0,575.0,0.925,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8F76,Olfactory receptor 51E2,Gs,1.0,141.0,0.897,False,,False,,,interface,intracellular/transducer interface,1.59x59;8.53x53;8.56x56;8.57x57,available_detected_pocket,,1.1
Gs_8F76,Olfactory receptor 51E2,Gs,7.0,79.0,0.897,False,,False,,,receptor,intracellular/transducer interface,3.41x41;3.44x44;3.45x45;3.48x48;3.51x51;4.45x45;4.49x49;5.53x53;5.57x57,available_detected_pocket,,1.1
Gs_8F76,Olfactory receptor 51E2,Gs,2.0,77.0,0.927,False,,False,,,receptor,membrane-facing,1.45x45;1.48x48;1.49x49;1.50x50;1.52x52;1.53x53;7.51x51;7.54x54;7.55x55;8.50x50;8.51x51;8.54x54;8.55x55,available_detected_pocket,,1.1
Gs_8F76,Olfactory receptor 51E2,Gs,9.0,70.0,0.903,False,,False,,,interface,intracellular/transducer interface,3.55x55;3.56x56,available_detected_pocket,,1.1
Gs_8F76,Olfactory receptor 51E2,Gs,6.0,43.0,0.921,False,,False,,,receptor,membrane-facing,3.33x33;4.57x57;4.60x60;45.52x52;5.39x40;5.40x41;5.42x43;5.43x44;5.47x47;6.51x51;6.54x54;6.55x55;6.59x59;7.41x40,available_detected_pocket,,1.1
Gs_8F76,Olfactory receptor 51E2,Gs,8.0,38.0,0.87,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8F76,Olfactory receptor 51E2,Gs,4.0,3.0,0.856,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,10.0,675.0,0.945,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,1.0,526.0,0.909,False,,False,,,interface,intracellular/transducer interface,2.45x45;3.53x53;3.56x56;3.57x57;4.41x42;4.42x43;4.45x46,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,5.0,292.0,0.906,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,2.0,120.0,0.899,False,,False,,,receptor,membrane-facing,1.29x29,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,7.0,116.0,0.889,False,,False,,,interface,intracellular/transducer interface,2.46x46;2.50x50;3.50x50;3.54x54;3.57x57;6.40x40;6.44x44;6.48x48;7.56x56;7.57x57;8.47x47,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,4.0,114.0,0.907,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,0.0,91.0,0.928,False,,False,,,receptor,membrane-facing,2.74x74;2.75x75;3.30x30;45.50x50;45.51x51,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,8.0,77.0,0.898,False,,False,,,interface,intracellular/transducer interface,12.48x48;12.49x49;12.51x51;8.56x56;8.57x57;8.60x60,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,3.0,68.0,0.888,False,,False,,,receptor,membrane-facing,3.37x37;3.40x40;3.41x41;3.44x44;5.36x37;5.39x39;5.40x40;5.41x41;5.42x42;5.43x43;5.44x44,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,13.0,45.0,0.883,False,,False,,,interface,intracellular/transducer interface,8.56x56;8.59x59,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,11.0,44.0,0.868,False,,False,,,interface,intracellular/transducer interface,5.64x64;5.65x65;5.67x67,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,9.0,31.0,0.873,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,14.0,7.0,0.861,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,12.0,6.0,0.864,False,,False,,,other,other,,available_detected_pocket,,1.1
Gs_8FU6,Glucagon receptor,Gs,6.0,3.0,0.853,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,9.0,568.0,0.935,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,5.0,277.0,0.937,False,,False,,,receptor,membrane-facing,2.53x53;3.28x28;3.29x29;3.32x32;3.33x33;3.34x34;3.35x35;3.36x36;3.37x37;3.40x40;4.60x61;45.51x51;45.52x52;5.38x39;5.42x43;5.46x461;5.47x47;6.48x48;6.51x51;6.52x52;6.54x54;6.55x55;6.58x58;7.35x34;7.38x37;7.39x38;7.40x39;7.42x41;7.43x42,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,8.0,211.0,0.915,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,3.0,158.0,0.903,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,2.0,156.0,0.89,False,,False,,,interface,intracellular/transducer interface,5.65x65;5.67x67;5.68x68;5.69x69;5.70x70;6.32x33;6.33x34,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,4.0,62.0,0.891,False,,False,,,receptor,intracellular/transducer interface,2.39x39;2.40x40;3.49x49;3.53x53,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,1.0,51.0,0.892,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,0.0,50.0,0.887,False,,False,,,receptor,membrane-facing,3.44x44;3.45x45;3.48x48;3.49x49;3.52x52;3.53x53;4.41x41;4.45x45;5.53x53,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,7.0,32.0,0.862,False,,False,,,receptor,membrane-facing,2.46x46;2.50x50;3.43x43;3.46x46;3.50x50;5.58x58;6.40x41;6.43x44;7.49x49;7.52x52;7.53x53,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,10.0,31.0,0.883,False,,False,,,other,other,,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,11.0,15.0,0.868,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8H4I,Free fatty acid receptor 4,Gs,6.0,13.0,0.868,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,0.0,771.0,0.951,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,3.0,463.0,0.906,False,,False,,,interface,intracellular/transducer interface,12.49x49;12.50x50;12.51x51;2.37x37;2.38x38;2.39x39;2.40x40;2.43x43;3.46x46;3.49x49;3.50x50;3.53x53;4.38x38;4.39x39;4.40x40;8.47x47;8.49x49;8.50x50,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,5.0,454.0,0.938,False,,False,,,receptor,membrane-facing,1.31x31;1.32x32;1.33x33;1.34x34;1.35x35;1.36x36;1.37x37;1.39x39;2.53x53;2.57x56;2.58x57;2.60x59;2.61x60;2.62x61;2.63x62;2.64x63;2.65x64;2.66x65;2.67x66;3.29x29;3.32x32;3.33x33;3.36x36;3.37x37;3.40x40;45.51x51;45.52x52;5.35x37;5.38x40;5.42x43;5.47x47;6.48x48;6.51x51;6.52x52;6.54x54;6.55x55;7.31x30;7.32x31;7.35x34;7.36x35;7.39x38;7.42x41;7.43x42;7.45x45;7.46x46,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,8.0,220.0,0.919,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,2.0,143.0,0.901,False,,False,,,interface,intracellular/transducer interface,1.59x59;1.60x60;12.48x48;12.49x49;8.56x56;8.57x57;8.60x60,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,4.0,118.0,0.917,False,,False,,,receptor,intracellular/transducer interface,2.42x42;3.41x41;3.44x44;3.45x45;3.48x48;3.49x49;3.52x52;4.41x41;4.42x42;4.45x45;4.49x49;4.52x52,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,9.0,104.0,0.918,False,,False,,,receptor,intracellular/transducer interface,3.50x50;6.32x32;6.33x33;6.35x35;6.36x36;6.37x37;6.39x39;6.40x40;7.51x51;7.52x52;7.53x53;8.47x47,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,11.0,78.0,0.937,False,,False,,,receptor,intracellular/transducer interface,5.54x54;5.55x55;5.58x58;5.59x59;5.62x62;6.34x34;6.37x37;6.38x38;6.39x39;6.41x41;6.42x42,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,7.0,67.0,0.916,False,,False,,,interface,intracellular/transducer interface,3.55x55;3.56x56,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,1.0,45.0,0.886,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,6.0,9.0,0.86,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,10.0,9.0,0.858,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HDP,Adenosine receptor A2b,Gs,12.0,4.0,0.856,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,11.0,601.0,0.925,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,5.0,561.0,0.929,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,6.0,116.0,0.889,False,,False,,,receptor,intracellular/transducer interface,2.37x37;2.38x38;2.42x42;3.44x44;3.45x45;3.48x48;3.49x49;4.38x38;4.39x39;4.40x40;4.41x41;4.42x42;4.44x44;4.45x45;4.46x46;4.48x48,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,9.0,59.0,0.871,False,,False,,,interface,intracellular/transducer interface,1.58x58;1.59x59;1.60x60;8.56x56;8.57x57;8.60x60,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,8.0,57.0,0.9,False,,False,,,receptor,intracellular/transducer interface,2.39x39;2.40x40;2.43x43;3.46x46;3.47x47;3.49x49;3.50x50;6.36x36;6.37x37;6.38x38;6.40x40;7.53x53;8.47x47,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,2.0,27.0,0.89,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,1.0,17.0,0.869,False,,False,,,receptor,membrane-facing,4.52x52;5.46x461;5.47x47;5.50x50;5.51x51,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,4.0,15.0,0.871,False,,False,,,receptor,membrane-facing,5.48x48;5.49x49;5.52x52;6.49x49;6.52x52,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,3.0,8.0,0.863,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,0.0,7.0,0.86,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,12.0,5.0,0.859,False,,False,,,other,other,,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,7.0,4.0,0.861,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ1,Probable G-protein coupled receptor 21,Gs,10.0,4.0,0.86,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,8.0,1167.0,0.929,False,,False,,,g_protein,intracellular/transducer interface,2.38x38;2.39x39;3.52x52,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,1.0,594.0,0.932,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,9.0,235.0,0.925,False,,False,,,receptor,intracellular/transducer interface,1.58x58;1.59x59;12.51x51;2.39x39;2.40x40;2.41x41;2.42x42;2.43x43;2.44x44;2.46x46;3.39x39;3.43x43;3.45x45;3.46x46;3.47x47;3.48x48;3.49x49;3.50x50;6.36x36;6.37x37;6.38x38;6.39x39;6.44x44;6.48x48;7.53x53;7.54x54;8.47x47;8.48x48;8.50x50;8.51x51,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,11.0,192.0,0.918,False,,False,,,interface,intracellular/transducer interface,5.69x69;5.73x73;5.76x76;5.77x77,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,5.0,115.0,0.915,False,,False,,,receptor,membrane-facing,1.49x49;1.50x50;1.51x51;1.52x52;1.53x53;1.54x54;1.55x55;1.57x57;2.46x46;2.47x47;2.48x48;2.49x49;2.50x50;3.36x36;7.49x49;7.55x55,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,7.0,114.0,0.889,False,,False,,,receptor,membrane-facing,3.35x35;3.36x36;3.37x37;3.38x38;5.48x48;6.48x48;6.50x50;6.51x51;6.54x54;7.33x32;7.34x33;7.35x34;7.36x35;7.37x36;7.38x37;7.39x38;7.40x39;7.41x40;7.42x41;7.43x42;7.44x43,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,2.0,110.0,0.921,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,4.0,65.0,0.874,False,,False,,,interface,intracellular/transducer interface,12.48x48;12.49x49;12.50x50;8.52x52;8.53x53;8.54x54,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,10.0,49.0,0.88,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,0.0,17.0,0.882,False,,False,,,other,other,,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,12.0,17.0,0.871,False,,False,,,receptor,intracellular/transducer interface,3.51x51;4.38x38;4.39x39;4.43x43,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,3.0,16.0,0.865,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HJ2,Probable G-protein coupled receptor 21,Gs,6.0,15.0,0.858,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HTI,Consensus Olfactory Receptor OR52c,Gs,7.0,517.0,0.932,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HTI,Consensus Olfactory Receptor OR52c,Gs,4.0,484.0,0.913,False,,False,,,receptor,membrane-facing,2.46x46;2.49x49;2.50x50;2.53x53;2.54x54;3.32x32;3.33x33;3.36x36;3.39x39;3.40x40;3.43x43;3.46x46;3.50x50;45.51x51;5.40x40;5.41x41;5.43x43;5.44x44;5.45x45;5.47x47;5.48x48;5.49x49;5.58x58;6.36x36;6.39x39;6.40x40;6.43x43;6.44x44;6.46x46;6.47x47;6.48x48;6.49x49;6.50x50;6.51x51;6.52x52;6.53x53;6.54x54;6.55x55;6.58x58;7.38x37;7.41x40;7.42x41;7.43x42;7.44x43;7.45x45;7.46x46;7.48x48;7.49x49;7.52x52;7.53x53;7.56x56;8.47x47;8.48x48;8.49x49,available_detected_pocket,,1.1
Gs_8HTI,Consensus Olfactory Receptor OR52c,Gs,5.0,281.0,0.902,False,,False,,,g_protein,intracellular/transducer interface,12.49x49;2.37x37;8.53x53,available_detected_pocket,,1.1
Gs_8HTI,Consensus Olfactory Receptor OR52c,Gs,3.0,65.0,0.903,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HTI,Consensus Olfactory Receptor OR52c,Gs,8.0,61.0,0.898,False,,False,,,interface,intracellular/transducer interface,1.60x60;8.53x53;8.56x56,available_detected_pocket,,1.1
Gs_8HTI,Consensus Olfactory Receptor OR52c,Gs,1.0,53.0,0.864,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HTI,Consensus Olfactory Receptor OR52c,Gs,0.0,50.0,0.884,False,,False,,,interface,intracellular/transducer interface,3.56x56;34.50x50;34.51x51,available_detected_pocket,,1.1
Gs_8HTI,Consensus Olfactory Receptor OR52c,Gs,2.0,12.0,0.882,False,,False,,,receptor,intracellular/transducer interface,3.44x44;3.47x47;3.48x48;3.51x51;5.53x53;5.54x54;5.56x56;5.57x57;5.60x60,available_detected_pocket,,1.1
Gs_8HTI,Consensus Olfactory Receptor OR52c,Gs,6.0,7.0,0.862,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8HTI,Consensus Olfactory Receptor OR52c,Gs,9.0,5.0,0.862,False,,False,,,receptor,intracellular/transducer interface,1.52x52;1.53x53;1.54x54;1.56x56;1.57x57;8.54x54;8.57x57,available_detected_pocket,,1.1
Gs_8I2G,Follicle-stimulating hormone receptor,Gs,1.0,392.0,0.924,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8I2G,Follicle-stimulating hormone receptor,Gs,5.0,115.0,0.892,False,,False,,,receptor,intracellular/transducer interface,2.56x56;3.32x32;3.36x36;3.39x39;3.40x40;45.51x51;6.43x43;6.44x44;6.47x47;6.48x48;6.51x51;7.34x33;7.35x34;7.37x36;7.38x37;7.39x38;7.41x40;7.42x41;7.43x42;7.44x43;7.45x45;7.46x46,available_detected_pocket,,1.1
Gs_8I2G,Follicle-stimulating hormone receptor,Gs,2.0,43.0,0.909,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8I2G,Follicle-stimulating hormone receptor,Gs,3.0,18.0,0.864,False,,False,,,receptor,intracellular/transducer interface,8.51x51;8.52x52;8.55x55;8.56x56;8.59x59;8.60x60,available_detected_pocket,,1.1
Gs_8I2G,Follicle-stimulating hormone receptor,Gs,7.0,16.0,0.869,False,,False,,,receptor,intracellular/transducer interface,6.40x40;6.43x43;6.44x44;7.45x45;7.48x48;7.49x49;7.52x52;7.53x53,available_detected_pocket,,1.1
Gs_8I2G,Follicle-stimulating hormone receptor,Gs,4.0,9.0,0.863,False,,False,,,receptor,intracellular/transducer interface,2.40x40;2.43x43;7.53x53;8.49x49,available_detected_pocket,,1.1
Gs_8I2G,Follicle-stimulating hormone receptor,Gs,0.0,5.0,0.853,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8I2G,Follicle-stimulating hormone receptor,Gs,6.0,4.0,0.855,False,,False,,,receptor,membrane-facing,,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,0.0,837.0,0.918,False,False,True,True,0.918,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,4.0,541.0,0.938,False,False,True,True,0.918,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,3.0,431.0,0.915,False,False,True,True,0.918,interface,intracellular/transducer interface,2.37x37;2.38x38;2.39x39;2.40x40;3.46x46;3.49x49;3.50x50;3.53x53;3.56x56;4.38x38;4.39x39;4.42x42;6.36x36;7.51x51;7.52x52;7.53x53;7.54x54;8.47x47;8.48x48;8.49x49,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,11.0,377.0,0.906,False,False,True,True,0.918,interface,intracellular/transducer interface,1.59x59;8.52x52;8.53x53;8.55x55;8.56x56;8.59x59,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,5.0,340.0,0.918,True,True,True,True,0.918,receptor,orthosteric,1.39x39;1.42x42;1.43x43;1.45x45;1.46x46;1.47x47;1.49x49;1.50x50;1.53x53;1.54x54;2.42x42;2.43x43;2.44x44;2.45x45;2.46x46;2.47x47;2.48x48;2.49x49;2.50x50;2.51x51;2.53x53;2.54x54;3.32x32;3.35x35;3.36x36;3.39x39;3.40x40;3.43x43;6.48x48;6.51x51;7.35x34;7.38x37;7.39x38;7.41x40;7.42x41;7.43x42;7.45x45;7.46x46;7.47x47;7.49x49;7.50x50;7.54x54;7.55x55,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,10.0,256.0,0.914,False,False,True,True,0.918,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,2.0,112.0,0.895,False,False,True,True,0.918,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,7.0,69.0,0.909,False,False,True,True,0.918,receptor,intracellular/transducer interface,2.38x38;2.42x42;3.44x44;3.45x45;3.48x48;3.49x49;3.52x52;4.45x45;4.49x49,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,6.0,40.0,0.87,False,False,True,True,0.918,other,other,,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,8.0,30.0,0.878,True,True,True,True,0.918,other,orthosteric,6.58x58,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,13.0,25.0,0.87,False,False,True,True,0.918,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,1.0,15.0,0.86,False,False,True,True,0.918,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,12.0,11.0,0.865,False,False,True,True,0.918,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8INR,Melanocortin receptor 5,Gs,9.0,6.0,0.862,True,True,True,True,0.918,receptor,orthosteric,1.36x36;7.35x34;7.36x35;7.39x38,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,6.0,689.0,0.946,False,False,True,False,0.0,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,2.0,592.0,0.905,False,False,True,False,0.0,interface,intracellular/transducer interface,2.37x37;2.38x38;2.39x39;3.43x43;3.46x46;3.47x47;3.49x49;3.50x50;3.52x52;3.53x53;3.56x56;4.38x38;4.39x39;5.54x54;5.58x58;7.49x49;7.50x50;7.51x51;7.52x52;7.53x53,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,8.0,257.0,0.922,False,False,True,False,0.0,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,1.0,253.0,0.929,False,False,True,False,0.0,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,7.0,68.0,0.899,False,False,True,False,0.0,receptor,extracellular vestibule,1.39x39;1.40x40;2.52x52;2.53x53;2.54x54;2.55x55;2.56x56;2.57x57;2.58x58;2.59x59;2.60x60;2.61x61;3.32x32;7.39x38;7.43x42,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,0.0,61.0,0.868,False,False,True,False,0.0,g_protein,intracellular/transducer interface,5.71x71,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,11.0,56.0,0.898,False,False,True,False,0.0,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,12.0,33.0,0.88,False,False,True,False,0.0,interface,intracellular/transducer interface,1.60x60,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,5.0,27.0,0.875,False,False,True,False,0.0,receptor,membrane-facing,2.42x42;3.44x44;3.45x45;3.48x48;4.45x45;4.49x49,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,3.0,22.0,0.858,False,False,True,False,0.0,interface,intracellular/transducer interface,3.55x55;3.56x56,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,13.0,13.0,0.871,False,False,True,False,0.0,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,9.0,11.0,0.867,False,False,True,False,0.0,receptor,membrane-facing,1.45x45;1.46x46;1.47x47;1.49x49;1.50x50;2.50x50,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,4.0,9.0,0.857,False,False,True,False,0.0,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,10.0,8.0,0.856,False,False,True,False,0.0,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8IOC,Melanocortin receptor 3,Gs,14.0,5.0,0.855,False,False,True,False,0.0,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gs_8IRV,D(1B) dopamine receptor,Gs,5.0,1332.0,0.911,False,,False,,,g_protein,intracellular/transducer interface,2.37x37;2.38x38;2.39x39;2.40x40;3.49x49;3.50x50;3.53x53;34.53x53;34.54x54;34.55x55;34.57x57;6.36x36;6.40x40;7.52x52;7.53x53;8.47x47;8.48x48;8.49x49,available_detected_pocket,,1.1
Gs_8IRV,D(1B) dopamine receptor,Gs,11.0,697.0,0.944,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
