system_id,g_protein_family,g_protein_family_label,interface,mean,ci_lo,ci_hi,n_replicas,replica_1,replica_2,replica_3,unit
Gs_7CX2,Gs,Gs,TM6-TM7,0.005,0.0,0.01,3,0.0,0.01,0.005,fraction
Gs_7CX2,Gs,Gs,TM7-TM1,0.443,0.13,0.755,3,0.755,0.445,0.13,fraction
Gs_7D68,Gs,Gs,TM1-TM2,0.017,0.0,0.04,3,0.0,0.04,0.01,fraction
Gs_7D68,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7D68,Gs,Gs,TM3-TM4,0.583,0.43,0.875,3,0.445,0.43,0.875,fraction
Gs_7D68,Gs,Gs,TM4-TM5,0.35,0.02,0.925,3,0.105,0.02,0.925,fraction
Gs_7D68,Gs,Gs,TM5-TM6,0.158,0.02,0.28,3,0.28,0.02,0.175,fraction
Gs_7D68,Gs,Gs,TM6-TM7,0.447,0.325,0.6,3,0.325,0.415,0.6,fraction
Gs_7D68,Gs,Gs,TM7-TM1,0.067,0.015,0.105,3,0.08,0.015,0.105,fraction
Gs_7D7M,Gs,Gs,TM1-TM2,0.128,0.03,0.265,3,0.09,0.03,0.265,fraction
Gs_7D7M,Gs,Gs,TM2-TM3,0.292,0.0,0.69,3,0.69,0.0,0.185,fraction
Gs_7D7M,Gs,Gs,TM3-TM4,0.255,0.17,0.305,3,0.29,0.17,0.305,fraction
Gs_7D7M,Gs,Gs,TM4-TM5,0.688,0.665,0.73,3,0.665,0.67,0.73,fraction
Gs_7D7M,Gs,Gs,TM5-TM6,0.107,0.055,0.19,3,0.055,0.19,0.075,fraction
Gs_7D7M,Gs,Gs,TM6-TM7,0.14,0.08,0.21,3,0.08,0.21,0.13,fraction
Gs_7D7M,Gs,Gs,TM7-TM1,0.69,0.54,0.955,3,0.575,0.955,0.54,fraction
Gs_7DUQ,Gs,Gs,TM1-TM2,0.168,0.02,0.445,3,0.02,0.04,0.445,fraction
Gs_7DUQ,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7DUQ,Gs,Gs,TM3-TM4,0.23,0.185,0.28,3,0.28,0.185,0.225,fraction
Gs_7DUQ,Gs,Gs,TM4-TM5,0.062,0.055,0.065,3,0.065,0.055,0.065,fraction
Gs_7DUQ,Gs,Gs,TM5-TM6,0.347,0.225,0.465,3,0.225,0.35,0.465,fraction
Gs_7DUQ,Gs,Gs,TM6-TM7,0.595,0.575,0.615,3,0.615,0.575,0.595,fraction
Gs_7DUQ,Gs,Gs,TM7-TM1,0.002,0.0,0.005,3,0.005,0.0,0.0,fraction
Gs_7EQ1,Gs,Gs,TM1-TM2,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7EQ1,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7EQ1,Gs,Gs,TM3-TM4,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7EQ1,Gs,Gs,TM4-TM5,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7EQ1,Gs,Gs,TM5-TM6,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7EQ1,Gs,Gs,TM6-TM7,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7EQ1,Gs,Gs,TM7-TM1,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7F16,Gs,Gs,TM1-TM2,0.225,0.025,0.62,3,0.025,0.62,0.03,fraction
Gs_7F16,Gs,Gs,TM2-TM3,0.005,0.005,0.005,3,0.005,0.005,0.005,fraction
Gs_7F16,Gs,Gs,TM3-TM4,0.463,0.435,0.505,3,0.45,0.505,0.435,fraction
Gs_7F16,Gs,Gs,TM4-TM5,0.022,0.01,0.03,3,0.03,0.025,0.01,fraction
Gs_7F16,Gs,Gs,TM5-TM6,0.232,0.15,0.38,3,0.38,0.15,0.165,fraction
Gs_7F16,Gs,Gs,TM6-TM7,0.17,0.095,0.265,3,0.095,0.15,0.265,fraction
Gs_7F16,Gs,Gs,TM7-TM1,0.008,0.0,0.02,3,0.02,0.005,0.0,fraction
Gs_7F4H,Gs,Gs,TM1-TM2,0.045,0.005,0.08,3,0.005,0.05,0.08,fraction
Gs_7F4H,Gs,Gs,TM2-TM3,0.002,0.0,0.005,3,0.005,0.0,0.0,fraction
Gs_7F4H,Gs,Gs,TM3-TM4,0.823,0.795,0.855,3,0.855,0.795,0.82,fraction
Gs_7F4H,Gs,Gs,TM4-TM5,0.838,0.73,0.93,3,0.73,0.93,0.855,fraction
Gs_7F4H,Gs,Gs,TM5-TM6,0.115,0.05,0.155,3,0.05,0.155,0.14,fraction
Gs_7F4H,Gs,Gs,TM6-TM7,0.313,0.025,0.595,3,0.595,0.32,0.025,fraction
Gs_7F4H,Gs,Gs,TM7-TM1,0.022,0.0,0.055,3,0.055,0.01,0.0,fraction
Gs_7F54,Gs,Gs,TM1-TM2,0.385,0.15,0.665,3,0.665,0.15,0.34,fraction
Gs_7F54,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7F54,Gs,Gs,TM3-TM4,0.755,0.695,0.825,3,0.745,0.825,0.695,fraction
Gs_7F54,Gs,Gs,TM4-TM5,0.757,0.705,0.825,3,0.705,0.825,0.74,fraction
Gs_7F54,Gs,Gs,TM5-TM6,0.203,0.075,0.275,3,0.275,0.26,0.075,fraction
Gs_7F54,Gs,Gs,TM6-TM7,0.035,0.02,0.055,3,0.03,0.02,0.055,fraction
Gs_7F54,Gs,Gs,TM7-TM1,0.555,0.38,0.805,3,0.805,0.48,0.38,fraction
Gs_7FIG,Gs,Gs,TM1-TM2,0.098,0.035,0.2,3,0.06,0.2,0.035,fraction
Gs_7FIG,Gs,Gs,TM2-TM3,0.11,0.0,0.33,3,0.0,0.33,0.0,fraction
Gs_7FIG,Gs,Gs,TM3-TM4,0.545,0.485,0.585,3,0.585,0.565,0.485,fraction
Gs_7FIG,Gs,Gs,TM4-TM5,0.328,0.275,0.41,3,0.41,0.275,0.3,fraction
Gs_7FIG,Gs,Gs,TM5-TM6,0.292,0.1,0.52,3,0.255,0.1,0.52,fraction
Gs_7FIG,Gs,Gs,TM6-TM7,0.638,0.45,0.83,3,0.45,0.83,0.635,fraction
Gs_7FIG,Gs,Gs,TM7-TM1,0.09,0.06,0.13,3,0.06,0.08,0.13,fraction
Gs_7FIN,Gs,Gs,TM1-TM2,0.018,0.0,0.04,3,0.015,0.04,0.0,fraction
Gs_7FIN,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7FIN,Gs,Gs,TM3-TM4,0.58,0.415,0.89,3,0.89,0.415,0.435,fraction
Gs_7FIN,Gs,Gs,TM4-TM5,0.45,0.16,0.905,3,0.905,0.16,0.285,fraction
Gs_7FIN,Gs,Gs,TM5-TM6,0.268,0.185,0.34,3,0.185,0.34,0.28,fraction
Gs_7FIN,Gs,Gs,TM6-TM7,0.48,0.215,0.665,3,0.215,0.665,0.56,fraction
Gs_7FIN,Gs,Gs,TM7-TM1,0.012,0.0,0.025,3,0.0,0.01,0.025,fraction
Gs_7JVQ,Gs,Gs,TM1-TM2,0.335,0.29,0.42,3,0.29,0.295,0.42,fraction
Gs_7JVQ,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7JVQ,Gs,Gs,TM3-TM4,0.457,0.335,0.595,3,0.335,0.595,0.44,fraction
Gs_7JVQ,Gs,Gs,TM4-TM5,0.062,0.03,0.1,3,0.055,0.03,0.1,fraction
Gs_7JVQ,Gs,Gs,TM5-TM6,0.205,0.12,0.335,3,0.12,0.335,0.16,fraction
Gs_7JVQ,Gs,Gs,TM6-TM7,0.017,0.01,0.03,3,0.03,0.01,0.01,fraction
Gs_7JVQ,Gs,Gs,TM7-TM1,0.42,0.36,0.47,3,0.43,0.36,0.47,fraction
Gs_7KH0,Gs,Gs,TM1-TM2,0.038,0.0,0.105,3,0.105,0.0,0.01,fraction
Gs_7KH0,Gs,Gs,TM2-TM3,0.023,0.0,0.055,3,0.055,0.0,0.015,fraction
Gs_7KH0,Gs,Gs,TM3-TM4,0.482,0.45,0.515,3,0.515,0.45,0.48,fraction
Gs_7KH0,Gs,Gs,TM4-TM5,0.052,0.045,0.06,3,0.045,0.06,0.05,fraction
Gs_7KH0,Gs,Gs,TM5-TM6,0.103,0.015,0.16,3,0.16,0.135,0.015,fraction
Gs_7KH0,Gs,Gs,TM6-TM7,0.05,0.02,0.08,3,0.02,0.08,0.05,fraction
Gs_7KH0,Gs,Gs,TM7-TM1,0.178,0.11,0.265,3,0.265,0.16,0.11,fraction
Gs_7L1V,Gs,Gs,TM1-TM2,0.297,0.175,0.42,3,0.295,0.42,0.175,fraction
Gs_7L1V,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7L1V,Gs,Gs,TM3-TM4,0.763,0.69,0.82,3,0.82,0.69,0.78,fraction
Gs_7L1V,Gs,Gs,TM4-TM5,0.438,0.145,0.625,3,0.545,0.145,0.625,fraction
Gs_7L1V,Gs,Gs,TM5-TM6,0.14,0.0,0.395,3,0.025,0.0,0.395,fraction
Gs_7L1V,Gs,Gs,TM6-TM7,0.078,0.005,0.2,3,0.03,0.005,0.2,fraction
Gs_7L1V,Gs,Gs,TM7-TM1,0.252,0.195,0.325,3,0.195,0.325,0.235,fraction
Gs_7MBX,Gs,Gs,TM1-TM2,0.38,0.17,0.645,3,0.17,0.325,0.645,fraction
Gs_7MBX,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7MBX,Gs,Gs,TM3-TM4,0.552,0.48,0.63,3,0.545,0.48,0.63,fraction
Gs_7MBX,Gs,Gs,TM4-TM5,0.05,0.015,0.07,3,0.07,0.065,0.015,fraction
Gs_7MBX,Gs,Gs,TM5-TM6,0.12,0.045,0.185,3,0.185,0.13,0.045,fraction
Gs_7MBX,Gs,Gs,TM6-TM7,0.053,0.0,0.16,3,0.0,0.16,0.0,fraction
Gs_7MBX,Gs,Gs,TM7-TM1,0.455,0.345,0.525,3,0.345,0.525,0.495,fraction
Gs_7RMH,Gs,Gs,TM1-TM2,0.45,0.32,0.55,3,0.32,0.55,0.48,fraction
Gs_7RMH,Gs,Gs,TM2-TM3,0.002,0.0,0.005,3,0.0,0.005,0.0,fraction
Gs_7RMH,Gs,Gs,TM3-TM4,0.252,0.065,0.54,3,0.54,0.065,0.15,fraction
Gs_7RMH,Gs,Gs,TM4-TM5,0.198,0.04,0.47,3,0.47,0.04,0.085,fraction
Gs_7RMH,Gs,Gs,TM5-TM6,0.24,0.07,0.325,3,0.325,0.07,0.325,fraction
Gs_7RMH,Gs,Gs,TM6-TM7,0.173,0.105,0.245,3,0.105,0.17,0.245,fraction
Gs_7RMH,Gs,Gs,TM7-TM1,0.39,0.285,0.445,3,0.285,0.445,0.44,fraction
Gs_7T9N,Gs,Gs,TM1-TM2,0.13,0.09,0.21,3,0.09,0.21,0.09,fraction
Gs_7T9N,Gs,Gs,TM2-TM3,0.095,0.05,0.175,3,0.05,0.06,0.175,fraction
Gs_7T9N,Gs,Gs,TM3-TM4,0.69,0.595,0.84,3,0.595,0.84,0.635,fraction
Gs_7T9N,Gs,Gs,TM4-TM5,0.56,0.44,0.745,3,0.44,0.745,0.495,fraction
Gs_7T9N,Gs,Gs,TM5-TM6,0.112,0.045,0.23,3,0.23,0.06,0.045,fraction
Gs_7T9N,Gs,Gs,TM6-TM7,0.87,0.825,0.905,3,0.825,0.905,0.88,fraction
Gs_7T9N,Gs,Gs,TM7-TM1,0.062,0.045,0.095,3,0.045,0.095,0.045,fraction
Gs_7TMW,Gs,Gs,TM1-TM2,0.102,0.09,0.11,3,0.11,0.105,0.09,fraction
Gs_7TMW,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7TMW,Gs,Gs,TM3-TM4,0.342,0.255,0.505,3,0.265,0.255,0.505,fraction
Gs_7TMW,Gs,Gs,TM4-TM5,0.062,0.045,0.095,3,0.045,0.045,0.095,fraction
Gs_7TMW,Gs,Gs,TM5-TM6,0.493,0.27,0.805,3,0.805,0.27,0.405,fraction
Gs_7TMW,Gs,Gs,TM6-TM7,0.11,0.04,0.175,3,0.115,0.175,0.04,fraction
Gs_7TMW,Gs,Gs,TM7-TM1,0.042,0.015,0.075,3,0.075,0.035,0.015,fraction
Gs_7V9M,Gs,Gs,TM1-TM2,0.012,0.0,0.025,3,0.01,0.025,0.0,fraction
Gs_7V9M,Gs,Gs,TM2-TM3,0.022,0.01,0.04,3,0.01,0.015,0.04,fraction
Gs_7V9M,Gs,Gs,TM3-TM4,0.722,0.61,0.82,3,0.735,0.82,0.61,fraction
Gs_7V9M,Gs,Gs,TM4-TM5,0.313,0.225,0.47,3,0.245,0.47,0.225,fraction
Gs_7V9M,Gs,Gs,TM5-TM6,0.105,0.0,0.3,3,0.0,0.015,0.3,fraction
Gs_7V9M,Gs,Gs,TM6-TM7,0.372,0.3,0.44,3,0.375,0.3,0.44,fraction
Gs_7V9M,Gs,Gs,TM7-TM1,0.012,0.0,0.03,3,0.0,0.005,0.03,fraction
Gs_7WBJ,Gs,Gs,TM1-TM2,0.103,0.04,0.21,3,0.06,0.21,0.04,fraction
Gs_7WBJ,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7WBJ,Gs,Gs,TM3-TM4,0.32,0.26,0.425,3,0.425,0.275,0.26,fraction
Gs_7WBJ,Gs,Gs,TM4-TM5,0.022,0.01,0.03,3,0.01,0.03,0.025,fraction
Gs_7WBJ,Gs,Gs,TM5-TM6,0.04,0.0,0.115,3,0.0,0.115,0.005,fraction
Gs_7WBJ,Gs,Gs,TM6-TM7,0.17,0.065,0.28,3,0.165,0.28,0.065,fraction
Gs_7WBJ,Gs,Gs,TM7-TM1,0.007,0.0,0.02,3,0.0,0.0,0.02,fraction
Gs_7WU2,Gs,Gs,TM1-TM2,0.027,0.005,0.05,3,0.05,0.025,0.005,fraction
Gs_7WU2,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7WU2,Gs,Gs,TM3-TM4,0.548,0.385,0.675,3,0.585,0.675,0.385,fraction
Gs_7WU2,Gs,Gs,TM4-TM5,0.682,0.575,0.755,3,0.755,0.715,0.575,fraction
Gs_7WU2,Gs,Gs,TM5-TM6,0.205,0.085,0.29,3,0.085,0.24,0.29,fraction
Gs_7WU2,Gs,Gs,TM6-TM7,0.213,0.08,0.33,3,0.23,0.33,0.08,fraction
Gs_7WU2,Gs,Gs,TM7-TM1,0.007,0.0,0.015,3,0.015,0.005,0.0,fraction
Gs_7WU3,Gs,Gs,TM1-TM2,0.042,0.015,0.09,3,0.015,0.09,0.02,fraction
Gs_7WU3,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7WU3,Gs,Gs,TM3-TM4,0.223,0.15,0.275,3,0.15,0.245,0.275,fraction
Gs_7WU3,Gs,Gs,TM4-TM5,0.067,0.045,0.09,3,0.09,0.045,0.065,fraction
Gs_7WU3,Gs,Gs,TM5-TM6,0.113,0.09,0.14,3,0.11,0.09,0.14,fraction
Gs_7WU3,Gs,Gs,TM6-TM7,0.503,0.32,0.625,3,0.625,0.32,0.565,fraction
Gs_7WU3,Gs,Gs,TM7-TM1,0.032,0.02,0.04,3,0.04,0.035,0.02,fraction
Gs_7WUJ,Gs,Gs,TM1-TM2,0.02,0.0,0.05,3,0.0,0.01,0.05,fraction
Gs_7WUJ,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7WUJ,Gs,Gs,TM3-TM4,0.137,0.125,0.16,3,0.125,0.16,0.125,fraction
Gs_7WUJ,Gs,Gs,TM4-TM5,0.482,0.4,0.535,3,0.4,0.51,0.535,fraction
Gs_7WUJ,Gs,Gs,TM5-TM6,0.015,0.0,0.04,3,0.0,0.005,0.04,fraction
Gs_7WUJ,Gs,Gs,TM6-TM7,0.135,0.09,0.21,3,0.21,0.105,0.09,fraction
Gs_7WUJ,Gs,Gs,TM7-TM1,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7XT8,Gs,Gs,TM1-TM2,0.273,0.125,0.435,3,0.26,0.125,0.435,fraction
Gs_7XT8,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7XT8,Gs,Gs,TM3-TM4,0.688,0.53,0.815,3,0.72,0.53,0.815,fraction
Gs_7XT8,Gs,Gs,TM4-TM5,0.04,0.005,0.09,3,0.09,0.025,0.005,fraction
Gs_7XT8,Gs,Gs,TM5-TM6,0.083,0.025,0.195,3,0.195,0.03,0.025,fraction
Gs_7XT8,Gs,Gs,TM6-TM7,0.002,0.0,0.005,3,0.0,0.0,0.005,fraction
Gs_7XT8,Gs,Gs,TM7-TM1,0.82,0.64,0.925,3,0.925,0.64,0.895,fraction
Gs_7XTB,Gs,Gs,TM1-TM2,0.132,0.11,0.175,3,0.175,0.11,0.11,fraction
Gs_7XTB,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7XTB,Gs,Gs,TM3-TM4,0.36,0.3,0.48,3,0.3,0.48,0.3,fraction
Gs_7XTB,Gs,Gs,TM4-TM5,0.112,0.06,0.185,3,0.06,0.185,0.09,fraction
Gs_7XTB,Gs,Gs,TM5-TM6,0.09,0.05,0.145,3,0.145,0.075,0.05,fraction
Gs_7XTB,Gs,Gs,TM6-TM7,0.037,0.02,0.07,3,0.02,0.02,0.07,fraction
Gs_7XTB,Gs,Gs,TM7-TM1,0.487,0.445,0.515,3,0.515,0.445,0.5,fraction
Gs_7XTC,Gs,Gs,TM1-TM2,0.333,0.185,0.53,3,0.185,0.53,0.285,fraction
Gs_7XTC,Gs,Gs,TM2-TM3,0.012,0.01,0.015,3,0.01,0.01,0.015,fraction
Gs_7XTC,Gs,Gs,TM3-TM4,0.525,0.47,0.57,3,0.535,0.47,0.57,fraction
Gs_7XTC,Gs,Gs,TM4-TM5,0.007,0.0,0.015,3,0.0,0.015,0.005,fraction
Gs_7XTC,Gs,Gs,TM5-TM6,0.16,0.095,0.25,3,0.135,0.095,0.25,fraction
Gs_7XTC,Gs,Gs,TM6-TM7,0.018,0.005,0.04,3,0.04,0.005,0.01,fraction
Gs_7XTC,Gs,Gs,TM7-TM1,0.33,0.13,0.595,3,0.13,0.595,0.265,fraction
Gs_7XV3,Gs,Gs,TM1-TM2,0.053,0.04,0.075,3,0.04,0.075,0.045,fraction
Gs_7XV3,Gs,Gs,TM2-TM3,0.005,0.0,0.01,3,0.005,0.01,0.0,fraction
Gs_7XV3,Gs,Gs,TM3-TM4,0.688,0.51,0.825,3,0.51,0.73,0.825,fraction
Gs_7XV3,Gs,Gs,TM4-TM5,0.558,0.405,0.665,3,0.405,0.605,0.665,fraction
Gs_7XV3,Gs,Gs,TM5-TM6,0.422,0.32,0.62,3,0.32,0.325,0.62,fraction
Gs_7XV3,Gs,Gs,TM6-TM7,0.003,0.0,0.005,3,0.005,0.0,0.005,fraction
Gs_7XV3,Gs,Gs,TM7-TM1,0.643,0.57,0.695,3,0.57,0.665,0.695,fraction
Gs_7XZ5,Gs,Gs,TM1-TM2,0.075,0.045,0.1,3,0.08,0.045,0.1,fraction
Gs_7XZ5,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_7XZ5,Gs,Gs,TM3-TM4,0.912,0.88,0.945,3,0.945,0.91,0.88,fraction
Gs_7XZ5,Gs,Gs,TM4-TM5,0.077,0.065,0.085,3,0.08,0.065,0.085,fraction
Gs_7XZ5,Gs,Gs,TM5-TM6,0.095,0.03,0.145,3,0.03,0.11,0.145,fraction
Gs_7XZ5,Gs,Gs,TM6-TM7,0.055,0.04,0.065,3,0.06,0.065,0.04,fraction
Gs_7XZ5,Gs,Gs,TM7-TM1,0.19,0.115,0.27,3,0.115,0.27,0.185,fraction
Gs_7Y3G,Gs,Gs,TM1-TM2,0.492,0.25,0.625,3,0.25,0.6,0.625,fraction
Gs_7Y3G,Gs,Gs,TM2-TM3,0.008,0.0,0.02,3,0.02,0.005,0.0,fraction
Gs_7Y3G,Gs,Gs,TM3-TM4,0.583,0.475,0.73,3,0.475,0.545,0.73,fraction
Gs_7Y3G,Gs,Gs,TM4-TM5,0.333,0.24,0.445,3,0.315,0.24,0.445,fraction
Gs_7Y3G,Gs,Gs,TM5-TM6,0.067,0.02,0.13,3,0.13,0.02,0.05,fraction
Gs_7Y3G,Gs,Gs,TM6-TM7,0.145,0.055,0.23,3,0.23,0.055,0.15,fraction
Gs_7Y3G,Gs,Gs,TM7-TM1,0.37,0.255,0.505,3,0.35,0.255,0.505,fraction
Gs_8E3X,Gs,Gs,TM1-TM2,0.05,0.02,0.1,3,0.1,0.02,0.03,fraction
Gs_8E3X,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8E3X,Gs,Gs,TM3-TM4,0.363,0.24,0.485,3,0.485,0.365,0.24,fraction
Gs_8E3X,Gs,Gs,TM4-TM5,0.015,0.005,0.03,3,0.005,0.03,0.01,fraction
Gs_8E3X,Gs,Gs,TM5-TM6,0.052,0.015,0.115,3,0.025,0.115,0.015,fraction
Gs_8E3X,Gs,Gs,TM6-TM7,0.378,0.22,0.565,3,0.35,0.565,0.22,fraction
Gs_8E3X,Gs,Gs,TM7-TM1,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8E3Y,Gs,Gs,TM1-TM2,0.05,0.05,0.05,3,0.05,0.05,0.05,fraction
Gs_8E3Y,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8E3Y,Gs,Gs,TM3-TM4,0.452,0.36,0.515,3,0.515,0.36,0.48,fraction
Gs_8E3Y,Gs,Gs,TM4-TM5,0.083,0.005,0.215,3,0.03,0.005,0.215,fraction
Gs_8E3Y,Gs,Gs,TM5-TM6,0.093,0.08,0.115,3,0.115,0.08,0.085,fraction
Gs_8E3Y,Gs,Gs,TM6-TM7,0.33,0.26,0.39,3,0.26,0.34,0.39,fraction
Gs_8E3Y,Gs,Gs,TM7-TM1,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8F0J,Gs,Gs,TM1-TM2,0.008,0.005,0.01,3,0.01,0.01,0.005,fraction
Gs_8F0J,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8F0J,Gs,Gs,TM3-TM4,0.327,0.31,0.34,3,0.31,0.34,0.33,fraction
Gs_8F0J,Gs,Gs,TM4-TM5,0.015,0.0,0.045,3,0.045,0.0,0.0,fraction
Gs_8F0J,Gs,Gs,TM5-TM6,0.013,0.0,0.025,3,0.015,0.025,0.0,fraction
Gs_8F0J,Gs,Gs,TM6-TM7,0.118,0.02,0.18,3,0.155,0.02,0.18,fraction
Gs_8F0J,Gs,Gs,TM7-TM1,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8F76,Gs,Gs,TM1-TM2,0.303,0.255,0.335,3,0.335,0.255,0.32,fraction
Gs_8F76,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8F76,Gs,Gs,TM3-TM4,0.502,0.46,0.535,3,0.535,0.46,0.51,fraction
Gs_8F76,Gs,Gs,TM4-TM5,0.018,0.01,0.03,3,0.01,0.015,0.03,fraction
Gs_8F76,Gs,Gs,TM5-TM6,0.077,0.005,0.19,3,0.19,0.005,0.035,fraction
Gs_8F76,Gs,Gs,TM6-TM7,0.465,0.315,0.58,3,0.58,0.5,0.315,fraction
Gs_8F76,Gs,Gs,TM7-TM1,0.848,0.83,0.865,3,0.865,0.83,0.85,fraction
Gs_8FU6,Gs,Gs,TM1-TM2,0.028,0.01,0.045,3,0.01,0.03,0.045,fraction
Gs_8FU6,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8FU6,Gs,Gs,TM3-TM4,0.6,0.53,0.69,3,0.53,0.58,0.69,fraction
Gs_8FU6,Gs,Gs,TM4-TM5,0.345,0.27,0.46,3,0.46,0.27,0.305,fraction
Gs_8FU6,Gs,Gs,TM5-TM6,0.363,0.105,0.565,3,0.42,0.105,0.565,fraction
Gs_8FU6,Gs,Gs,TM6-TM7,0.413,0.21,0.585,3,0.445,0.21,0.585,fraction
Gs_8FU6,Gs,Gs,TM7-TM1,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8H4I,Gs,Gs,TM1-TM2,0.118,0.04,0.26,3,0.26,0.04,0.055,fraction
Gs_8H4I,Gs,Gs,TM2-TM3,0.052,0.01,0.115,3,0.115,0.03,0.01,fraction
Gs_8H4I,Gs,Gs,TM3-TM4,0.217,0.13,0.355,3,0.355,0.13,0.165,fraction
Gs_8H4I,Gs,Gs,TM4-TM5,0.253,0.13,0.365,3,0.365,0.13,0.265,fraction
Gs_8H4I,Gs,Gs,TM5-TM6,0.232,0.13,0.285,3,0.285,0.28,0.13,fraction
Gs_8H4I,Gs,Gs,TM6-TM7,0.182,0.005,0.455,3,0.455,0.005,0.085,fraction
Gs_8H4I,Gs,Gs,TM7-TM1,0.322,0.175,0.435,3,0.435,0.355,0.175,fraction
Gs_8HDP,Gs,Gs,TM1-TM2,0.017,0.01,0.025,3,0.01,0.025,0.015,fraction
Gs_8HDP,Gs,Gs,TM2-TM3,0.003,0.0,0.01,3,0.0,0.01,0.0,fraction
Gs_8HDP,Gs,Gs,TM3-TM4,0.553,0.48,0.61,3,0.57,0.61,0.48,fraction
Gs_8HDP,Gs,Gs,TM4-TM5,0.023,0.01,0.035,3,0.025,0.01,0.035,fraction
Gs_8HDP,Gs,Gs,TM5-TM6,0.17,0.06,0.28,3,0.06,0.28,0.17,fraction
Gs_8HDP,Gs,Gs,TM6-TM7,0.09,0.05,0.135,3,0.05,0.135,0.085,fraction
Gs_8HDP,Gs,Gs,TM7-TM1,0.475,0.21,0.68,3,0.535,0.68,0.21,fraction
Gs_8HJ1,Gs,Gs,TM1-TM2,0.012,0.0,0.03,3,0.03,0.0,0.005,fraction
Gs_8HJ1,Gs,Gs,TM2-TM3,0.003,0.0,0.01,3,0.0,0.01,0.0,fraction
Gs_8HJ1,Gs,Gs,TM3-TM4,0.575,0.53,0.605,3,0.59,0.605,0.53,fraction
Gs_8HJ1,Gs,Gs,TM4-TM5,0.127,0.115,0.14,3,0.14,0.115,0.125,fraction
Gs_8HJ1,Gs,Gs,TM5-TM6,0.922,0.8,1.0,3,1.0,0.8,0.965,fraction
Gs_8HJ1,Gs,Gs,TM6-TM7,0.003,0.0,0.01,3,0.01,0.0,0.0,fraction
Gs_8HJ1,Gs,Gs,TM7-TM1,0.197,0.14,0.25,3,0.25,0.14,0.2,fraction
Gs_8HJ2,Gs,Gs,TM1-TM2,0.702,0.675,0.715,3,0.715,0.715,0.675,fraction
Gs_8HJ2,Gs,Gs,TM2-TM3,0.257,0.22,0.31,3,0.31,0.24,0.22,fraction
Gs_8HJ2,Gs,Gs,TM3-TM4,0.102,0.055,0.185,3,0.055,0.185,0.065,fraction
Gs_8HJ2,Gs,Gs,TM4-TM5,0.242,0.11,0.35,3,0.35,0.11,0.265,fraction
Gs_8HJ2,Gs,Gs,TM5-TM6,0.642,0.625,0.665,3,0.635,0.665,0.625,fraction
